 EPOCH2D v4.8.3   v4.8.3-0-g826628c-dirty 1491477828.430               
 
Wrote normal  dump number    0 at time  0.902241391919E-16 and iteration      0
Wrote normal  dump number    1 at time  0.101051035895E-13 and iteration     56
Wrote normal  dump number    2 at time  0.200297589006E-13 and iteration    111
Wrote normal  dump number    3 at time  0.301348624901E-13 and iteration    167
Wrote normal  dump number    4 at time  0.400595178012E-13 and iteration    222
Wrote normal  dump number    5 at time  0.501646213907E-13 and iteration    278
Wrote normal  dump number    6 at time  0.600892767018E-13 and iteration    333
Wrote normal  dump number    7 at time  0.700139320129E-13 and iteration    388
Wrote normal  dump number    8 at time  0.801190356024E-13 and iteration    444
Wrote normal  dump number    9 at time  0.900436909135E-13 and iteration    499
Wrote normal  dump number   10 at time  0.100148794503E-12 and iteration    555
Wrote normal  dump number   11 at time  0.110073449814E-12 and iteration    610
Wrote normal  dump number   12 at time  0.120178553404E-12 and iteration    666
Wrote normal  dump number   13 at time  0.130103208715E-12 and iteration    721
Wrote normal  dump number   14 at time  0.140027864026E-12 and iteration    776
Wrote normal  dump number   15 at time  0.150132967615E-12 and iteration    832
Wrote normal  dump number   16 at time  0.160057622926E-12 and iteration    887
Wrote normal  dump number   17 at time  0.170162726516E-12 and iteration    943
Wrote normal  dump number   18 at time  0.180087381827E-12 and iteration    998
Wrote normal  dump number   19 at time  0.190012037138E-12 and iteration   1053
Wrote normal  dump number   20 at time  0.200117140728E-12 and iteration   1109
Wrote normal  dump number   21 at time  0.210041796039E-12 and iteration   1164
Wrote normal  dump number   22 at time  0.220146899628E-12 and iteration   1220
Wrote normal  dump number   23 at time  0.230071554939E-12 and iteration   1275
Wrote normal  dump number   24 at time  0.240176658529E-12 and iteration   1331
Wrote normal  dump number   25 at time  0.250101313840E-12 and iteration   1386
Wrote normal  dump number   26 at time  0.260025969151E-12 and iteration   1441
Wrote normal  dump number   27 at time  0.270131072740E-12 and iteration   1497
Wrote normal  dump number   28 at time  0.280055728052E-12 and iteration   1552
Wrote normal  dump number   29 at time  0.290160831641E-12 and iteration   1608
Wrote normal  dump number   30 at time  0.300085486952E-12 and iteration   1663
Wrote normal  dump number   31 at time  0.310010142263E-12 and iteration   1718
Wrote normal  dump number   32 at time  0.320115245853E-12 and iteration   1774
Wrote normal  dump number   33 at time  0.330039901164E-12 and iteration   1829
Wrote normal  dump number   34 at time  0.340145004753E-12 and iteration   1885
Wrote normal  dump number   35 at time  0.350069660064E-12 and iteration   1940
Wrote normal  dump number   36 at time  0.360174763654E-12 and iteration   1996
Wrote normal  dump number   37 at time  0.370099418965E-12 and iteration   2051
Wrote normal  dump number   38 at time  0.380024074276E-12 and iteration   2106
Wrote normal  dump number   39 at time  0.390129177866E-12 and iteration   2162
Wrote normal  dump number   40 at time  0.400053833177E-12 and iteration   2217
Wrote normal  dump number   41 at time  0.410158936766E-12 and iteration   2273
Wrote normal  dump number   42 at time  0.420083592077E-12 and iteration   2328
Wrote normal  dump number   43 at time  0.430008247388E-12 and iteration   2383
Wrote normal  dump number   44 at time  0.440113350978E-12 and iteration   2439
Wrote normal  dump number   45 at time  0.450038006289E-12 and iteration   2494
Wrote normal  dump number   46 at time  0.460143109879E-12 and iteration   2550
Wrote normal  dump number   47 at time  0.470067765190E-12 and iteration   2605
Wrote normal  dump number   48 at time  0.480172868779E-12 and iteration   2661
Wrote normal  dump number   49 at time  0.490097524090E-12 and iteration   2716
Wrote normal  dump number   50 at time  0.500022179401E-12 and iteration   2771
Wrote normal  dump number   51 at time  0.510127282991E-12 and iteration   2827
Wrote normal  dump number   52 at time  0.520051938302E-12 and iteration   2882
Wrote normal  dump number   53 at time  0.530157041891E-12 and iteration   2938
Wrote normal  dump number   54 at time  0.540081697203E-12 and iteration   2993
Wrote normal  dump number   55 at time  0.550006352514E-12 and iteration   3048
Wrote normal  dump number   56 at time  0.560111456103E-12 and iteration   3104
Wrote normal  dump number   57 at time  0.570036111414E-12 and iteration   3159
Wrote normal  dump number   58 at time  0.580141215004E-12 and iteration   3215
Wrote normal  dump number   59 at time  0.590065870315E-12 and iteration   3270
Wrote normal  dump number   60 at time  0.600170973904E-12 and iteration   3326
Wrote normal  dump number   61 at time  0.610095629215E-12 and iteration   3381
Wrote normal  dump number   62 at time  0.620020284526E-12 and iteration   3436
Wrote normal  dump number   63 at time  0.630125388116E-12 and iteration   3492
Wrote normal  dump number   64 at time  0.640050043427E-12 and iteration   3547
Wrote normal  dump number   65 at time  0.650155147017E-12 and iteration   3603
Wrote normal  dump number   66 at time  0.660079802328E-12 and iteration   3658
Wrote normal  dump number   67 at time  0.670004457639E-12 and iteration   3713
Wrote normal  dump number   68 at time  0.680109561228E-12 and iteration   3769
Wrote normal  dump number   69 at time  0.690034216539E-12 and iteration   3824
Wrote normal  dump number   70 at time  0.700139320129E-12 and iteration   3880
Wrote normal  dump number   71 at time  0.710063975440E-12 and iteration   3935
Wrote normal  dump number   72 at time  0.720169079029E-12 and iteration   3991
Wrote normal  dump number   73 at time  0.730093734341E-12 and iteration   4046
Wrote normal  dump number   74 at time  0.740018389652E-12 and iteration   4101
Wrote normal  dump number   75 at time  0.750033269102E-12 and iteration   4156
