 EPOCH2D v4.8.3   v4.8.3-0-g826628c-dirty 1491415230.241               
 
Wrote normal  dump number    0 at time  0.141715678426E-15 and iteration      0
Wrote normal  dump number    1 at time  0.102035288467E-13 and iteration     36
Wrote normal  dump number    2 at time  0.201236263365E-13 and iteration     71
Wrote normal  dump number    3 at time  0.300437238263E-13 and iteration    106
Wrote normal  dump number    4 at time  0.402472526730E-13 and iteration    142
Wrote normal  dump number    5 at time  0.501673501628E-13 and iteration    177
Wrote normal  dump number    6 at time  0.600874476527E-13 and iteration    212
Wrote normal  dump number    7 at time  0.700075451425E-13 and iteration    247
Wrote normal  dump number    8 at time  0.802110739892E-13 and iteration    283
Wrote normal  dump number    9 at time  0.901311714790E-13 and iteration    318
Wrote normal  dump number   10 at time  0.100051268969E-12 and iteration    353
Wrote normal  dump number   11 at time  0.110254797816E-12 and iteration    389
Wrote normal  dump number   12 at time  0.120174895305E-12 and iteration    424
Wrote normal  dump number   13 at time  0.130094992795E-12 and iteration    459
Wrote normal  dump number   14 at time  0.140015090285E-12 and iteration    494
Wrote normal  dump number   15 at time  0.150218619132E-12 and iteration    530
Wrote normal  dump number   16 at time  0.160138716621E-12 and iteration    565
Wrote normal  dump number   17 at time  0.170058814111E-12 and iteration    600
Wrote normal  dump number   18 at time  0.180262342958E-12 and iteration    636
Wrote normal  dump number   19 at time  0.190182440448E-12 and iteration    671
Wrote normal  dump number   20 at time  0.200102537938E-12 and iteration    706
Wrote normal  dump number   21 at time  0.210022635427E-12 and iteration    741
Wrote normal  dump number   22 at time  0.220226164274E-12 and iteration    777
Wrote normal  dump number   23 at time  0.230146261764E-12 and iteration    812
Wrote normal  dump number   24 at time  0.240066359254E-12 and iteration    847
Wrote normal  dump number   25 at time  0.250269888100E-12 and iteration    883
Wrote normal  dump number   26 at time  0.260189985590E-12 and iteration    918
Wrote normal  dump number   27 at time  0.270110083080E-12 and iteration    953
Wrote normal  dump number   28 at time  0.280030180570E-12 and iteration    988
Wrote normal  dump number   29 at time  0.290233709417E-12 and iteration   1024
Wrote normal  dump number   30 at time  0.300153806906E-12 and iteration   1059
Wrote normal  dump number   31 at time  0.310073904396E-12 and iteration   1094
Wrote normal  dump number   32 at time  0.320277433243E-12 and iteration   1130
Wrote normal  dump number   33 at time  0.330197530733E-12 and iteration   1165
Wrote normal  dump number   34 at time  0.340117628223E-12 and iteration   1200
Wrote normal  dump number   35 at time  0.350037725712E-12 and iteration   1235
Wrote normal  dump number   36 at time  0.360241254559E-12 and iteration   1271
Wrote normal  dump number   37 at time  0.370161352049E-12 and iteration   1306
Wrote normal  dump number   38 at time  0.380081449539E-12 and iteration   1341
Wrote normal  dump number   39 at time  0.390001547029E-12 and iteration   1376
Wrote normal  dump number   40 at time  0.400205075875E-12 and iteration   1412
Wrote normal  dump number   41 at time  0.410125173365E-12 and iteration   1447
Wrote normal  dump number   42 at time  0.420045270855E-12 and iteration   1482
Wrote normal  dump number   43 at time  0.430248799702E-12 and iteration   1518
Wrote normal  dump number   44 at time  0.440168897191E-12 and iteration   1553
Wrote normal  dump number   45 at time  0.450088994681E-12 and iteration   1588
