 EPOCH2D v4.8.3   v4.8.3-0-g826628c-dirty 1491414820.868               
 
Wrote normal  dump number    0 at time  0.224072161991E-15 and iteration      0
Wrote normal  dump number    1 at time  0.103073194516E-13 and iteration     23
Wrote normal  dump number    2 at time  0.201664945792E-13 and iteration     45
Wrote normal  dump number    3 at time  0.300256697068E-13 and iteration     67
Wrote normal  dump number    4 at time  0.403329891584E-13 and iteration     90
Wrote normal  dump number    5 at time  0.501921642860E-13 and iteration    112
Wrote normal  dump number    6 at time  0.600513394136E-13 and iteration    134
Wrote normal  dump number    7 at time  0.703586588652E-13 and iteration    157
Wrote normal  dump number    8 at time  0.802178339929E-13 and iteration    179
Wrote normal  dump number    9 at time  0.900770091205E-13 and iteration    201
Wrote normal  dump number   10 at time  0.100384328572E-12 and iteration    224
Wrote normal  dump number   11 at time  0.110243503700E-12 and iteration    246
Wrote normal  dump number   12 at time  0.120102678827E-12 and iteration    268
Wrote normal  dump number   13 at time  0.130409998279E-12 and iteration    291
Wrote normal  dump number   14 at time  0.140269173407E-12 and iteration    313
Wrote normal  dump number   15 at time  0.150128348534E-12 and iteration    335
Wrote normal  dump number   16 at time  0.160435667986E-12 and iteration    358
Wrote normal  dump number   17 at time  0.170294843113E-12 and iteration    380
Wrote normal  dump number   18 at time  0.180154018241E-12 and iteration    402
Wrote normal  dump number   19 at time  0.190013193369E-12 and iteration    424
Wrote normal  dump number   20 at time  0.200320512820E-12 and iteration    447
Wrote normal  dump number   21 at time  0.210179687948E-12 and iteration    469
Wrote normal  dump number   22 at time  0.220038863075E-12 and iteration    491
Wrote normal  dump number   23 at time  0.230346182527E-12 and iteration    514
Wrote normal  dump number   24 at time  0.240205357655E-12 and iteration    536
Wrote normal  dump number   25 at time  0.250064532782E-12 and iteration    558
Wrote normal  dump number   26 at time  0.260371852234E-12 and iteration    581
Wrote normal  dump number   27 at time  0.270231027361E-12 and iteration    603
Wrote normal  dump number   28 at time  0.280090202489E-12 and iteration    625
Wrote normal  dump number   29 at time  0.290397521941E-12 and iteration    648
Wrote normal  dump number   30 at time  0.300256697068E-12 and iteration    670
Wrote normal  dump number   31 at time  0.310115872196E-12 and iteration    692
Wrote normal  dump number   32 at time  0.320423191647E-12 and iteration    715
Wrote normal  dump number   33 at time  0.330282366775E-12 and iteration    737
Wrote normal  dump number   34 at time  0.340141541903E-12 and iteration    759
Wrote normal  dump number   35 at time  0.350000717030E-12 and iteration    781
Wrote normal  dump number   36 at time  0.360308036482E-12 and iteration    804
Wrote normal  dump number   37 at time  0.370167211609E-12 and iteration    826
Wrote normal  dump number   38 at time  0.380026386737E-12 and iteration    848
Wrote normal  dump number   39 at time  0.390333706189E-12 and iteration    871
Wrote normal  dump number   40 at time  0.400192881316E-12 and iteration    893
Wrote normal  dump number   41 at time  0.410052056444E-12 and iteration    915
Wrote normal  dump number   42 at time  0.420359375896E-12 and iteration    938
Wrote normal  dump number   43 at time  0.430218551023E-12 and iteration    960
Wrote normal  dump number   44 at time  0.440077726151E-12 and iteration    982
Wrote normal  dump number   45 at time  0.450385045602E-12 and iteration   1005
Wrote normal  dump number   46 at time  0.460244220730E-12 and iteration   1027
Wrote normal  dump number   47 at time  0.470103395858E-12 and iteration   1049
Wrote normal  dump number   48 at time  0.480410715309E-12 and iteration   1072
Wrote normal  dump number   49 at time  0.490269890437E-12 and iteration   1094
Wrote normal  dump number   50 at time  0.500129065564E-12 and iteration   1116
Wrote normal  dump number   51 at time  0.510436385016E-12 and iteration   1139
Wrote normal  dump number   52 at time  0.520295560144E-12 and iteration   1161
Wrote normal  dump number   53 at time  0.530154735271E-12 and iteration   1183
Wrote normal  dump number   54 at time  0.540013910399E-12 and iteration   1205
Wrote normal  dump number   55 at time  0.550321229850E-12 and iteration   1228
Wrote normal  dump number   56 at time  0.560180404978E-12 and iteration   1250
Wrote normal  dump number   57 at time  0.570039580106E-12 and iteration   1272
Wrote normal  dump number   58 at time  0.580346899557E-12 and iteration   1295
Wrote normal  dump number   59 at time  0.590206074685E-12 and iteration   1317
Wrote normal  dump number   60 at time  0.600065249812E-12 and iteration   1339
Wrote normal  dump number   61 at time  0.610372569264E-12 and iteration   1362
Wrote normal  dump number   62 at time  0.620231744392E-12 and iteration   1384
Wrote normal  dump number   63 at time  0.630090919519E-12 and iteration   1406
Wrote normal  dump number   64 at time  0.640398238971E-12 and iteration   1429
Wrote normal  dump number   65 at time  0.650257414098E-12 and iteration   1451
Wrote normal  dump number   66 at time  0.660116589226E-12 and iteration   1473
Wrote normal  dump number   67 at time  0.670423908678E-12 and iteration   1496
