 
 
 
 
        d########P  d########b        .######b          d#######  d##P      d##P
       d########P  d###########    d###########     .##########  d##P      d##P 
      ----        ----     ----  -----     ----   -----         ----      -- P  
     d########P  d####,,,####P ####.      .#### d###P          d############P   
    d########P  d#########P   ####       .###P ####.          d############P    
Time  0.369270922961E-12 and iteration        4120 after  0:00:24:43.47
Time  0.370167211609E-12 and iteration        4130 after  0:00:24:52.20
Time  0.371063500257E-12 and iteration        4140 after  0:00:24:55.37
Time  0.371959788905E-12 and iteration        4150 after  0:00:24:58.43
Time  0.372856077553E-12 and iteration        4160 after  0:00:25:01.50
Time  0.373752366201E-12 and iteration        4170 after  0:00:25:04.57
Time  0.374648654849E-12 and iteration        4180 after  0:00:25:07.63
Time  0.375544943497E-12 and iteration        4190 after  0:00:25:10.70
Time  0.376441232145E-12 and iteration        4200 after  0:00:25:13.77
Time  0.377337520793E-12 and iteration        4210 after  0:00:25:16.83
Time  0.378233809441E-12 and iteration        4220 after  0:00:25:19.90
Time  0.379130098089E-12 and iteration        4230 after  0:00:25:22.97
Time  0.380026386737E-12 and iteration        4240 after  0:00:25:26.03
Time  0.380922675385E-12 and iteration        4250 after  0:00:25:34.93
Time  0.381818964033E-12 and iteration        4260 after  0:00:25:38.00
Time  0.382715252681E-12 and iteration        4270 after  0:00:25:41.06
Time  0.383611541329E-12 and iteration        4280 after  0:00:25:44.13
Time  0.384507829977E-12 and iteration        4290 after  0:00:25:47.20
Time  0.385404118625E-12 and iteration        4300 after  0:00:25:50.26
Time  0.386300407273E-12 and iteration        4310 after  0:00:25:53.33
Time  0.387196695921E-12 and iteration        4320 after  0:00:25:56.40
Time  0.388092984569E-12 and iteration        4330 after  0:00:25:59.47
Time  0.388989273217E-12 and iteration        4340 after  0:00:26:02.53
Time  0.389885561865E-12 and iteration        4350 after  0:00:26:05.60
Time  0.390781850513E-12 and iteration        4360 after  0:00:26:15.54
Time  0.391678139161E-12 and iteration        4370 after  0:00:26:18.57
Time  0.392574427809E-12 and iteration        4380 after  0:00:26:21.64
Time  0.393470716457E-12 and iteration        4390 after  0:00:26:24.70
Time  0.394367005105E-12 and iteration        4400 after  0:00:26:27.77
Time  0.395263293752E-12 and iteration        4410 after  0:00:26:30.84
Time  0.396159582400E-12 and iteration        4420 after  0:00:26:33.90
Time  0.397055871048E-12 and iteration        4430 after  0:00:26:36.97
Time  0.397952159696E-12 and iteration        4440 after  0:00:26:40.04
Time  0.398848448344E-12 and iteration        4450 after  0:00:26:43.10
Time  0.399744736992E-12 and iteration        4460 after  0:00:26:46.17
Time  0.400641025640E-12 and iteration        4470 after  0:00:26:55.11
Time  0.401537314288E-12 and iteration        4480 after  0:00:26:58.17
Time  0.402433602936E-12 and iteration        4490 after  0:00:27:01.24
Time  0.403329891584E-12 and iteration        4500 after  0:00:27:04.30
Time  0.404226180232E-12 and iteration        4510 after  0:00:27:07.37
Time  0.405122468880E-12 and iteration        4520 after  0:00:27:10.44
Time  0.406018757528E-12 and iteration        4530 after  0:00:27:13.50
Time  0.406915046176E-12 and iteration        4540 after  0:00:27:16.57
Time  0.407811334824E-12 and iteration        4550 after  0:00:27:19.64
Time  0.408707623472E-12 and iteration        4560 after  0:00:27:22.70
Time  0.409603912120E-12 and iteration        4570 after  0:00:27:25.79
Time  0.410500200768E-12 and iteration        4580 after  0:00:27:35.05
Time  0.411396489416E-12 and iteration        4590 after  0:00:27:38.12
Time  0.412292778064E-12 and iteration        4600 after  0:00:27:41.18
Time  0.413189066712E-12 and iteration        4610 after  0:00:27:44.25
Time  0.414085355360E-12 and iteration        4620 after  0:00:27:47.32
Time  0.414981644008E-12 and iteration        4630 after  0:00:27:50.38
Time  0.415877932656E-12 and iteration        4640 after  0:00:27:53.45
Time  0.416774221304E-12 and iteration        4650 after  0:00:27:56.52
Time  0.417670509952E-12 and iteration        4660 after  0:00:27:59.58
Time  0.418566798600E-12 and iteration        4670 after  0:00:28:02.65
Time  0.419463087248E-12 and iteration        4680 after  0:00:28:05.78
Time  0.420359375895E-12 and iteration        4690 after  0:00:28:14.68
Time  0.421255664543E-12 and iteration        4700 after  0:00:28:17.69
Time  0.422151953191E-12 and iteration        4710 after  0:00:28:20.75
Time  0.423048241839E-12 and iteration        4720 after  0:00:28:23.82
Time  0.423944530487E-12 and iteration        4730 after  0:00:28:26.89
Time  0.424840819135E-12 and iteration        4740 after  0:00:28:29.95
Time  0.425737107783E-12 and iteration        4750 after  0:00:28:33.02
Time  0.426633396431E-12 and iteration        4760 after  0:00:28:36.08
Time  0.427529685079E-12 and iteration        4770 after  0:00:28:39.15
Time  0.428425973727E-12 and iteration        4780 after  0:00:28:42.22
Time  0.429322262375E-12 and iteration        4790 after  0:00:28:45.28
Time  0.430218551023E-12 and iteration        4800 after  0:00:28:55.12
Time  0.431114839671E-12 and iteration        4810 after  0:00:28:58.19
Time  0.432011128319E-12 and iteration        4820 after  0:00:29:01.27
Time  0.432907416967E-12 and iteration        4830 after  0:00:29:04.33
Time  0.433803705615E-12 and iteration        4840 after  0:00:29:07.41
Time  0.434699994263E-12 and iteration        4850 after  0:00:29:10.48
Time  0.435596282911E-12 and iteration        4860 after  0:00:29:13.55
Time  0.436492571559E-12 and iteration        4870 after  0:00:29:16.61
Time  0.437388860207E-12 and iteration        4880 after  0:00:29:19.68
Time  0.438285148855E-12 and iteration        4890 after  0:00:29:22.75
Time  0.439181437503E-12 and iteration        4900 after  0:00:29:25.81
Time  0.440077726151E-12 and iteration        4910 after  0:00:29:28.88
Time  0.440974014799E-12 and iteration        4920 after  0:00:29:38.87
Time  0.441870303447E-12 and iteration        4930 after  0:00:29:41.98
Time  0.442766592095E-12 and iteration        4940 after  0:00:29:45.05
Time  0.443662880743E-12 and iteration        4950 after  0:00:29:48.12
Time  0.444559169391E-12 and iteration        4960 after  0:00:29:51.18
Time  0.445455458038E-12 and iteration        4970 after  0:00:29:54.25
Time  0.446351746686E-12 and iteration        4980 after  0:00:29:57.68
Time  0.447248035334E-12 and iteration        4990 after  0:00:30:00.74
Time  0.448144323982E-12 and iteration        5000 after  0:00:30:03.81
Time  0.449040612630E-12 and iteration        5010 after  0:00:30:06.87
Time  0.449936901278E-12 and iteration        5020 after  0:00:30:09.94
Time  0.450833189926E-12 and iteration        5030 after  0:00:30:18.68
Time  0.451729478574E-12 and iteration        5040 after  0:00:30:21.75
Time  0.452625767222E-12 and iteration        5050 after  0:00:30:24.81
Time  0.453522055870E-12 and iteration        5060 after  0:00:30:27.88
Time  0.454418344518E-12 and iteration        5070 after  0:00:30:30.94
Time  0.455314633166E-12 and iteration        5080 after  0:00:30:34.01
Time  0.456210921814E-12 and iteration        5090 after  0:00:30:37.08
Time  0.457107210462E-12 and iteration        5100 after  0:00:30:40.14
Time  0.458003499110E-12 and iteration        5110 after  0:00:30:43.21
Time  0.458899787758E-12 and iteration        5120 after  0:00:30:46.27
Time  0.459796076406E-12 and iteration        5130 after  0:00:30:49.34
Time  0.460692365054E-12 and iteration        5140 after  0:00:30:58.92
Time  0.461588653702E-12 and iteration        5150 after  0:00:31:01.99
Time  0.462484942350E-12 and iteration        5160 after  0:00:31:05.06
Time  0.463381230998E-12 and iteration        5170 after  0:00:31:08.12
Time  0.464277519646E-12 and iteration        5180 after  0:00:31:11.19
Time  0.465173808294E-12 and iteration        5190 after  0:00:31:14.25
Time  0.466070096942E-12 and iteration        5200 after  0:00:31:17.32
Time  0.466966385590E-12 and iteration        5210 after  0:00:31:20.39
Time  0.467862674238E-12 and iteration        5220 after  0:00:31:23.45
Time  0.468758962886E-12 and iteration        5230 after  0:00:31:26.52
Time  0.469655251534E-12 and iteration        5240 after  0:00:31:29.59
Time  0.470551540182E-12 and iteration        5250 after  0:00:31:38.85
Time  0.471447828829E-12 and iteration        5260 after  0:00:31:41.92
Time  0.472344117477E-12 and iteration        5270 after  0:00:31:44.98
Time  0.473240406125E-12 and iteration        5280 after  0:00:31:48.05
Time  0.474136694773E-12 and iteration        5290 after  0:00:31:51.11
Time  0.475032983421E-12 and iteration        5300 after  0:00:31:54.18
Time  0.475929272069E-12 and iteration        5310 after  0:00:31:57.25
Time  0.476825560717E-12 and iteration        5320 after  0:00:32:00.31
Time  0.477721849365E-12 and iteration        5330 after  0:00:32:03.38
Time  0.478618138013E-12 and iteration        5340 after  0:00:32:06.44
Time  0.479514426661E-12 and iteration        5350 after  0:00:32:09.51
Time  0.480410715309E-12 and iteration        5360 after  0:00:32:18.19
Time  0.481307003957E-12 and iteration        5370 after  0:00:32:21.26
Time  0.482203292605E-12 and iteration        5380 after  0:00:32:24.32
Time  0.483099581253E-12 and iteration        5390 after  0:00:32:27.75
Time  0.483995869901E-12 and iteration        5400 after  0:00:32:31.21
Time  0.484892158549E-12 and iteration        5410 after  0:00:32:34.28
Time  0.485788447197E-12 and iteration        5420 after  0:00:32:37.35
Time  0.486684735845E-12 and iteration        5430 after  0:00:32:40.41
Time  0.487581024493E-12 and iteration        5440 after  0:00:32:43.48
Time  0.488477313141E-12 and iteration        5450 after  0:00:32:46.54
Time  0.489373601789E-12 and iteration        5460 after  0:00:32:49.61
Time  0.490269890437E-12 and iteration        5470 after  0:00:32:58.38
Time  0.491166179085E-12 and iteration        5480 after  0:00:33:01.39
Time  0.492062467733E-12 and iteration        5490 after  0:00:33:04.45
Time  0.492958756381E-12 and iteration        5500 after  0:00:33:07.52
Time  0.493855045029E-12 and iteration        5510 after  0:00:33:10.59
Time  0.494751333677E-12 and iteration        5520 after  0:00:33:13.65
Time  0.495647622325E-12 and iteration        5530 after  0:00:33:16.72
Time  0.496543910972E-12 and iteration        5540 after  0:00:33:19.78
Time  0.497440199620E-12 and iteration        5550 after  0:00:33:22.85
Time  0.498336488268E-12 and iteration        5560 after  0:00:33:25.91
Time  0.499232776916E-12 and iteration        5570 after  0:00:33:28.98
Time  0.500129065564E-12 and iteration        5580 after  0:00:33:37.70
Time  0.501025354212E-12 and iteration        5590 after  0:00:33:40.76
Time  0.501921642860E-12 and iteration        5600 after  0:00:33:43.82
Time  0.502817931508E-12 and iteration        5610 after  0:00:33:46.89
Time  0.503714220156E-12 and iteration        5620 after  0:00:33:49.96
Time  0.504610508804E-12 and iteration        5630 after  0:00:33:53.02
Time  0.505506797452E-12 and iteration        5640 after  0:00:33:56.09
Time  0.506403086100E-12 and iteration        5650 after  0:00:33:59.16
Time  0.507299374748E-12 and iteration        5660 after  0:00:34:02.22
Time  0.508195663396E-12 and iteration        5670 after  0:00:34:05.29
Time  0.509091952044E-12 and iteration        5680 after  0:00:34:08.36
Time  0.509988240692E-12 and iteration        5690 after  0:00:34:11.43
Time  0.510884529340E-12 and iteration        5700 after  0:00:34:23.73
Time  0.511780817988E-12 and iteration        5710 after  0:00:34:26.80
Time  0.512677106636E-12 and iteration        5720 after  0:00:34:29.87
Time  0.513573395284E-12 and iteration        5730 after  0:00:34:32.93
Time  0.514469683932E-12 and iteration        5740 after  0:00:34:36.00
Time  0.515365972580E-12 and iteration        5750 after  0:00:34:39.37
Time  0.516262261228E-12 and iteration        5760 after  0:00:34:42.89
Time  0.517158549876E-12 and iteration        5770 after  0:00:34:45.96
Time  0.518054838524E-12 and iteration        5780 after  0:00:34:49.02
Time  0.518951127172E-12 and iteration        5790 after  0:00:34:52.09
Time  0.519847415820E-12 and iteration        5800 after  0:00:34:55.16
Time  0.520743704468E-12 and iteration        5810 after  0:00:35:03.87
Time  0.521639993115E-12 and iteration        5820 after  0:00:35:06.94
Time  0.522536281763E-12 and iteration        5830 after  0:00:35:10.00
Time  0.523432570411E-12 and iteration        5840 after  0:00:35:13.07
Time  0.524328859059E-12 and iteration        5850 after  0:00:35:16.14
Time  0.525225147707E-12 and iteration        5860 after  0:00:35:19.20
Time  0.526121436355E-12 and iteration        5870 after  0:00:35:22.27
Time  0.527017725003E-12 and iteration        5880 after  0:00:35:25.35
Time  0.527914013651E-12 and iteration        5890 after  0:00:35:28.41
Time  0.528810302299E-12 and iteration        5900 after  0:00:35:31.48
Time  0.529706590947E-12 and iteration        5910 after  0:00:35:34.55
Time  0.530602879595E-12 and iteration        5920 after  0:00:35:43.24
Time  0.531499168243E-12 and iteration        5930 after  0:00:35:46.26
Time  0.532395456891E-12 and iteration        5940 after  0:00:35:49.33
Time  0.533291745539E-12 and iteration        5950 after  0:00:35:52.39
Time  0.534188034187E-12 and iteration        5960 after  0:00:35:55.46
Time  0.535084322835E-12 and iteration        5970 after  0:00:35:58.53
Time  0.535980611483E-12 and iteration        5980 after  0:00:36:01.59
Time  0.536876900131E-12 and iteration        5990 after  0:00:36:04.66
Time  0.537773188779E-12 and iteration        6000 after  0:00:36:07.72
Time  0.538669477427E-12 and iteration        6010 after  0:00:36:10.79
Time  0.539565766075E-12 and iteration        6020 after  0:00:36:14.22
Time  0.540462054723E-12 and iteration        6030 after  0:00:36:22.94
Time  0.541358343371E-12 and iteration        6040 after  0:00:36:25.95
Time  0.542254632019E-12 and iteration        6050 after  0:00:36:29.02
Time  0.543150920667E-12 and iteration        6060 after  0:00:36:32.08
Time  0.544047209315E-12 and iteration        6070 after  0:00:36:35.15
Time  0.544943497963E-12 and iteration        6080 after  0:00:36:38.31
Time  0.545839786611E-12 and iteration        6090 after  0:00:36:41.57
Time  0.546736075259E-12 and iteration        6100 after  0:00:36:44.63
Time  0.547632363906E-12 and iteration        6110 after  0:00:36:47.70
Time  0.548528652554E-12 and iteration        6120 after  0:00:36:50.77
Time  0.549424941202E-12 and iteration        6130 after  0:00:36:53.83
 Final runtime of core = 36 minutes, 55.81 seconds
