 EPOCH2D v4.8.3   v4.8.3-0-g826628c-dirty 1491413024.99                
 
Wrote normal  dump number    0 at time  0.448144323982E-15 and iteration      0
Wrote normal  dump number    1 at time  0.107554637756E-13 and iteration     12
Wrote normal  dump number    2 at time  0.206146389032E-13 and iteration     23
Wrote normal  dump number    3 at time  0.304738140308E-13 and iteration     34
Wrote normal  dump number    4 at time  0.403329891584E-13 and iteration     45
Wrote normal  dump number    5 at time  0.501921642860E-13 and iteration     56
Wrote normal  dump number    6 at time  0.600513394136E-13 and iteration     67
Wrote normal  dump number    7 at time  0.708068031892E-13 and iteration     79
Wrote normal  dump number    8 at time  0.806659783168E-13 and iteration     90
Wrote normal  dump number    9 at time  0.905251534445E-13 and iteration    101
Wrote normal  dump number   10 at time  0.100384328572E-12 and iteration    112
Wrote normal  dump number   11 at time  0.110243503700E-12 and iteration    123
Wrote normal  dump number   12 at time  0.120102678827E-12 and iteration    134
Wrote normal  dump number   13 at time  0.130858142603E-12 and iteration    146
Wrote normal  dump number   14 at time  0.140717317730E-12 and iteration    157
Wrote normal  dump number   15 at time  0.150576492858E-12 and iteration    168
Wrote normal  dump number   16 at time  0.160435667986E-12 and iteration    179
Wrote normal  dump number   17 at time  0.170294843113E-12 and iteration    190
Wrote normal  dump number   18 at time  0.180154018241E-12 and iteration    201
Wrote normal  dump number   19 at time  0.190013193369E-12 and iteration    212
Wrote normal  dump number   20 at time  0.200768657144E-12 and iteration    224
Wrote normal  dump number   21 at time  0.210627832272E-12 and iteration    235
Wrote normal  dump number   22 at time  0.220487007399E-12 and iteration    246
Wrote normal  dump number   23 at time  0.230346182527E-12 and iteration    257
Wrote normal  dump number   24 at time  0.240205357655E-12 and iteration    268
Wrote normal  dump number   25 at time  0.250064532782E-12 and iteration    279
Wrote normal  dump number   26 at time  0.260819996558E-12 and iteration    291
Wrote normal  dump number   27 at time  0.270679171685E-12 and iteration    302
Wrote normal  dump number   28 at time  0.280538346813E-12 and iteration    313
Wrote normal  dump number   29 at time  0.290397521941E-12 and iteration    324
Wrote normal  dump number   30 at time  0.300256697068E-12 and iteration    335
Wrote normal  dump number   31 at time  0.310115872196E-12 and iteration    346
Wrote normal  dump number   32 at time  0.320871335971E-12 and iteration    358
Wrote normal  dump number   33 at time  0.330730511099E-12 and iteration    369
Wrote normal  dump number   34 at time  0.340589686227E-12 and iteration    380
Wrote normal  dump number   35 at time  0.350448861354E-12 and iteration    391
Wrote normal  dump number   36 at time  0.360308036482E-12 and iteration    402
Wrote normal  dump number   37 at time  0.370167211609E-12 and iteration    413
Wrote normal  dump number   38 at time  0.380026386737E-12 and iteration    424
Wrote normal  dump number   39 at time  0.390781850513E-12 and iteration    436
Wrote normal  dump number   40 at time  0.400641025640E-12 and iteration    447
Wrote normal  dump number   41 at time  0.410500200768E-12 and iteration    458
Wrote normal  dump number   42 at time  0.420359375896E-12 and iteration    469
Wrote normal  dump number   43 at time  0.430218551023E-12 and iteration    480
Wrote normal  dump number   44 at time  0.440077726151E-12 and iteration    491
Wrote normal  dump number   45 at time  0.450833189926E-12 and iteration    503
Wrote normal  dump number   46 at time  0.460692365054E-12 and iteration    514
Wrote normal  dump number   47 at time  0.470551540182E-12 and iteration    525
Wrote normal  dump number   48 at time  0.480410715309E-12 and iteration    536
Wrote normal  dump number   49 at time  0.490269890437E-12 and iteration    547
Wrote normal  dump number   50 at time  0.500129065564E-12 and iteration    558
Wrote normal  dump number   51 at time  0.510884529340E-12 and iteration    570
Wrote normal  dump number   52 at time  0.520743704468E-12 and iteration    581
Wrote normal  dump number   53 at time  0.530602879595E-12 and iteration    592
Wrote normal  dump number   54 at time  0.540462054723E-12 and iteration    603
Wrote normal  dump number   55 at time  0.550321229850E-12 and iteration    614
Wrote normal  dump number   56 at time  0.560180404978E-12 and iteration    625
Wrote normal  dump number   57 at time  0.570039580106E-12 and iteration    636
Wrote normal  dump number   58 at time  0.580795043881E-12 and iteration    648
Wrote normal  dump number   59 at time  0.590654219009E-12 and iteration    659
Wrote normal  dump number   60 at time  0.600513394136E-12 and iteration    670
Wrote normal  dump number   61 at time  0.610372569264E-12 and iteration    681
Wrote normal  dump number   62 at time  0.620231744392E-12 and iteration    692
Wrote normal  dump number   63 at time  0.630090919519E-12 and iteration    703
Wrote normal  dump number   64 at time  0.640846383295E-12 and iteration    715
Wrote normal  dump number   65 at time  0.650705558423E-12 and iteration    726
Wrote normal  dump number   66 at time  0.660564733550E-12 and iteration    737
Wrote normal  dump number   67 at time  0.670423908678E-12 and iteration    748
Wrote normal  dump number   68 at time  0.680283083805E-12 and iteration    759
Wrote normal  dump number   69 at time  0.690142258933E-12 and iteration    770
Wrote normal  dump number   70 at time  0.700001434061E-12 and iteration    781
Wrote normal  dump number   71 at time  0.710756897836E-12 and iteration    793
Wrote normal  dump number   72 at time  0.720616072964E-12 and iteration    804
Wrote normal  dump number   73 at time  0.730475248091E-12 and iteration    815
Wrote normal  dump number   74 at time  0.740334423219E-12 and iteration    826
Wrote normal  dump number   75 at time  0.750193598347E-12 and iteration    837
Wrote normal  dump number   76 at time  0.760052773474E-12 and iteration    848
Wrote normal  dump number   77 at time  0.770808237250E-12 and iteration    860
Wrote normal  dump number   78 at time  0.780667412377E-12 and iteration    871
Wrote normal  dump number   79 at time  0.790526587505E-12 and iteration    882
Wrote normal  dump number   80 at time  0.800385762633E-12 and iteration    893
Wrote normal  dump number   81 at time  0.810244937760E-12 and iteration    904
Wrote normal  dump number   82 at time  0.820104112888E-12 and iteration    915
Wrote normal  dump number   83 at time  0.830859576663E-12 and iteration    927
Wrote normal  dump number   84 at time  0.840718751791E-12 and iteration    938
Wrote normal  dump number   85 at time  0.850577926919E-12 and iteration    949
Wrote normal  dump number   86 at time  0.860437102046E-12 and iteration    960
Wrote normal  dump number   87 at time  0.870296277174E-12 and iteration    971
Wrote normal  dump number   88 at time  0.880155452302E-12 and iteration    982
Wrote normal  dump number   89 at time  0.890014627429E-12 and iteration    993
Wrote normal  dump number   90 at time  0.900770091205E-12 and iteration   1005
Wrote normal  dump number   91 at time  0.910629266332E-12 and iteration   1016
Wrote normal  dump number   92 at time  0.920488441460E-12 and iteration   1027
Wrote normal  dump number   93 at time  0.930347616588E-12 and iteration   1038
Wrote normal  dump number   94 at time  0.940206791715E-12 and iteration   1049
Wrote normal  dump number   95 at time  0.950065966843E-12 and iteration   1060
Wrote normal  dump number   96 at time  0.960821430618E-12 and iteration   1072
Wrote normal  dump number   97 at time  0.970680605746E-12 and iteration   1083
Wrote normal  dump number   98 at time  0.980539780874E-12 and iteration   1094
Wrote normal  dump number   99 at time  0.990398956001E-12 and iteration   1105
Wrote normal  dump number  100 at time  0.100025813113E-11 and iteration   1116
Wrote normal  dump number  101 at time  0.101011730626E-11 and iteration   1127
Wrote normal  dump number  102 at time  0.102087277003E-11 and iteration   1139
Wrote normal  dump number  103 at time  0.103073194516E-11 and iteration   1150
Wrote normal  dump number  104 at time  0.104059112029E-11 and iteration   1161
Wrote normal  dump number  105 at time  0.105045029541E-11 and iteration   1172
Wrote normal  dump number  106 at time  0.106030947054E-11 and iteration   1183
Wrote normal  dump number  107 at time  0.107016864567E-11 and iteration   1194
Wrote normal  dump number  108 at time  0.108002782080E-11 and iteration   1205
Wrote normal  dump number  109 at time  0.109078328457E-11 and iteration   1217
Wrote normal  dump number  110 at time  0.110064245970E-11 and iteration   1228
